chr	pos	Hypo.pos	EM.pos	Hyper.pos	max.p	mCstatus	meanDiff	DM.status	index	meanCov.test	meanCov.control
chr1	1353072	0	0.4333	0.5667	0.5667	1	0.3774	1	3029	3.25	5.75
chr1	1353074	0	0.5	0.5	0.5	0	0.3631	0	3030	3.25	5.75
chr1	1353076	0	0.5333	0.4667	0.5333	0	0.4324	0	3031	3.25	5.75
chr1	1353085	0	0.8333	0.1667	0.8333	0	0.2756	0	3032	2.25	5.25
chr1	1353087	0	0.8	0.2	0.8	0	0.3854	0	3033	2.25	3.75
chr1	1353099	0	0.3333	0.6667	0.6667	1	0.6655	1	3034	32.25	41
chr1	1353114	0	0.1333	0.8667	0.8667	1	0.4324	1	3035	32.25	40.75
chr1	1353120	0	0	1	1	1	0.478	1	3036	32.25	40.75
chr1	1353141	0	0	1	1	1	0.4224	1	3037	19	22.25
chr1	1353143	0	0.1333	0.8667	0.8667	1	0.5184	1	3038	18.5	21.5
chr1	1353148	0	0.1333	0.8667	0.8667	1	0.59	1	3039	11.25	13
chr1	1353465	0.0333	0.7333	0.2333	0.7333	0	0.0957	0	3040	34.75	30.75
chr1	1353490	0	1	0	1	0	0.08	0	3041	34.25	30.5
chr1	1353514	0	1	0	1	0	0.1345	0	3042	17.75	18
chr1	1356935	0.0333	0.8333	0.1333	0.8333	0	0.0189	0	3043	45	40
chr1	1356971	0	0.9667	0.0333	0.9667	0	0.1134	0	3044	43	38
chr1	1356984	0	1	0	1	0	0.1023	0	3045	10	8
chr1	1359596	0.0333	0.9667	0	0.9667	0	-0.2476	0	3046	55.5	37.5
chr1	1359606	0	1	0	1	0	-0.2782	0	3047	55.5	37.5
chr1	1359635	0.1333	0.8667	0	0.8667	0	-0.3334	0	3048	44.25	32.25
chr1	1360836	0	1	0	1	0	0.0334	0	3049	48.25	50
chr1	1360843	0	1	0	1	0	-0.0052	0	3050	48.25	50
chr1	1360849	0	1	0	1	0	0.0018	0	3051	48.25	50
chr1	1360857	0	1	0	1	0	-0.0037	0	3052	48.25	49.75
chr1	1360860	0	1	0	1	0	0	0	3053	47.75	48.75
chr1	1360872	0	1	0	1	0	0	0	3054	33.25	31.25
chr1	1360876	0	1	0	1	0	0	0	3055	30	27.75
chr1	1361088	0	1	0	1	0	0.0155	0	3056	64.5	55.25
chr1	1361110	0	1	0	1	0	0.0128	0	3057	64.75	55.25
chr1	1361117	0	1	0	1	0	0.0245	0	3058	64.5	55.25
chr1	1361120	0	1	0	1	0	0.0212	0	3059	64.5	55
chr1	1361127	0	1	0	1	0	0.0086	0	3060	56	47.75
chr1	1361129	0	1	0	1	0	0.0127	0	3061	49.75	44.5
chr1	1361137	0	1	0	1	0	0.0203	0	3062	36.25	33
chr1	1361155	0	1	0	1	0	-0.042	0	3063	13	12
chr1	1361159	0	1	0	1	0	0	0	3064	13	12
chr1	1361163	0	1	0	1	0	0	0	3065	13	12
chr1	1361167	0	1	0	1	0	0	0	3066	13	12
chr1	1361182	0	1	0	1	0	0	0	3067	10.5	10.5
chr1	1365164	0	1	0	1	0	0	0	3068	3.25	2.5
chr1	1365178	0	1	0	1	0	0	0	3069	3.25	2.5
chr1	1365182	0	1	0	1	0	0	0	3070	3.25	2.5
chr1	1365195	0	1	0	1	0	-0.1458	0	3071	3.25	2.5
chr1	1365202	0	1	0	1	0	-0.0833	0	3072	3	2.5
chr1	1377124	0	1	0	1	0	-0.03	0	3073	22	27.5
chr1	1377128	0	1	0	1	0	0.0635	0	3074	22	27.5
chr1	1377138	0.0667	0.9333	0	0.9333	0	-0.1854	0	3075	22	27.5
chr1	1377156	0	1	0	1	0	0	0	3076	22	27.5
chr1	1377159	0	1	0	1	0	-0.1166	0	3077	21.5	26.75
chr1	1381094	0.0333	0.9667	0	0.9667	0	0.0023	0	3078	13.25	16.75
chr1	1381123	0	1	0	1	0	0	0	3079	13.25	16.75
chr1	1381138	0	1	0	1	0	0	0	3080	11.5	16.25
chr1	1390221	0.0333	0.9667	0	0.9667	0	-0.1229	0	3081	39.25	46.75
chr1	1396892	0	1	0	1	0	0	0	3082	41.25	25
chr1	1396899	0	1	0	1	0	0	0	3083	41.25	25
chr1	1396912	0	1	0	1	0	0	0	3084	41.25	25
chr1	1396915	0	1	0	1	0	0	0	3085	41.25	25
chr1	1396918	0	1	0	1	0	0	0	3086	40.75	24.75
chr1	1396921	0	1	0	1	0	0	0	3087	40	24.75
chr1	1396929	0	1	0	1	0	0.0042	0	3088	36.5	19.75
chr1	1396941	0	1	0	1	0	0	0	3089	33	18
chr1	1397036	0	1	0	1	0	-0.0114	0	3090	15	15.25
chr1	1397041	0	1	0	1	0	0	0	3091	15	15.25
chr1	1397043	0	1	0	1	0	0	0	3092	15	15.25
chr1	1397046	0	1	0	1	0	0	0	3093	15	15.25
chr1	1397048	0	1	0	1	0	-0.0114	0	3094	15	15.25
chr1	1397067	0	1	0	1	0	-0.0114	0	3095	15	15
chr1	1397069	0	1	0	1	0	-0.0114	0	3096	15	14.75
chr1	1397073	0	1	0	1	0	0	0	3097	14.5	14
chr1	1397084	0	1	0	1	0	0	0	3098	12.5	12
chr1	1415222	0	1	0	1	0	0.0281	0	3099	14.5	29.75
chr1	1415244	0	1	0	1	0	0.0372	0	3100	15	30.25
chr1	1415254	0	1	0	1	0	-0.007	0	3101	15	30.25
chr1	1435864	0	1	0	1	0	0.0284	0	3102	50	40
chr1	1435885	0	1	0	1	0	0.0089	0	3103	50	40.25
chr1	1435889	0	1	0	1	0	-0.0098	0	3104	50	40.25
chr1	1435946	0	1	0	1	0	-0.0114	0	3105	21.5	19.25
chr1	1435988	0	1	0	1	0	-0.0275	0	3106	21.5	19.25
chr1	1436794	0	1	0	1	0	0	0	3107	11.75	17.75
chr1	1436800	0	1	0	1	0	0	0	3108	11.75	17.75
chr1	1436806	0	1	0	1	0	0	0	3109	11.75	17.75
chr1	1436811	0	1	0	1	0	0	0	3110	11.75	18
chr1	1436824	0	1	0	1	0	0	0	3111	11.75	18
chr1	1436833	0	1	0	1	0	0	0	3112	11	17
chr1	1436838	0	1	0	1	0	0	0	3113	9.25	13
chr1	1436840	0	1	0	1	0	0	0	3114	9	12.5
chr1	1436856	0	1	0	1	0	0.0031	0	3115	51.5	54.25
chr1	1436868	0	1	0	1	0	-0.0053	0	3116	51.5	54.25
chr1	1436877	0	1	0	1	0	0	0	3117	51.5	54.5
chr1	1436881	0	1	0	1	0	0	0	3118	50.75	54
chr1	1436888	0	1	0	1	0	0.0032	0	3119	48	47.5
chr1	1436897	0	1	0	1	0	0	0	3120	47	48.25
chr1	1436985	0	1	0	1	0	0	0	3121	6.75	7.75
chr1	1436991	0	1	0	1	0	0	0	3122	7	7.75
chr1	1436996	0	1	0	1	0	0	0	3123	7	7.75
chr1	1437009	0	1	0	1	0	0	0	3124	7	8
chr1	1437011	0	1	0	1	0	0	0	3125	7	8
chr1	1437026	0	1	0	1	0	0	0	3126	6.5	7.75
chr1	1437113	0	1	0	1	0	0	0	3127	28.5	23.5
chr1	1437123	0	1	0	1	0	0	0	3128	28.5	23.5
chr1	1437138	0	1	0	1	0	0	0	3129	28.5	23.5
chr1	1437153	0	1	0	1	0	0	0	3130	27.5	23.25
chr1	1437162	0	1	0	1	0	0	0	3131	26.25	21.75
chr1	1437374	0	1	0	1	0	-0.0032	0	3132	70.5	65.25
chr1	1437396	0	1	0	1	0	-0.0038	0	3133	70.5	65.5
chr1	1437402	0	1	0	1	0	0	0	3134	68.25	61.5
chr1	1437410	0	1	0	1	0	0	0	3135	4.75	4.75
chr1	1437420	0	1	0	1	0	0	0	3136	12.5	16.5
chr1	1437425	0	1	0	1	0	-0.0104	0	3137	12	16.5
chr1	1437427	0	1	0	1	0	0	0	3138	12	16.5
chr1	1437430	0	1	0	1	0	0	0	3139	12	16.5
chr1	1437432	0	1	0	1	0	0	0	3140	12	16.5
chr1	1437451	0	1	0	1	0	0	0	3141	12	16.5
chr1	1437453	0	1	0	1	0	0	0	3142	12	16.25
chr1	1437455	0	1	0	1	0	-0.0139	0	3143	11.5	16.5
chr1	1437457	0	1	0	1	0	0	0	3144	11.75	16.25
chr1	1437468	0	1	0	1	0	0	0	3145	11	15
chr1	1440327	0	1	0	1	0	0.0159	0	3146	20.5	14.25
chr1	1440412	0	1	0	1	0	0.125	0	3147	3.25	4.75
chr1	1442250	0	1	0	1	0	0.0668	0	3148	16	17.25
chr1	1442331	0	1	0	1	0	0.0179	0	3149	7.25	9
chr1	1442342	0	1	0	1	0	0.044	0	3150	7.25	9
chr1	1442344	0	1	0	1	0	-0.0398	0	3151	7.25	8
chr1	1442472	0	1	0	1	0	-0.007	0	3152	13.75	14.5
chr1	1442478	0	1	0	1	0	0	0	3153	13.75	14.5
chr1	1442494	0	1	0	1	0	0.0496	0	3154	13.75	14.5
chr1	1445312	0	1	0	1	0	0.0109	0	3155	12.75	15.5
chr1	1445338	0	1	0	1	0	0.0088	0	3156	13	15.75
chr1	1445340	0	1	0	1	0	0	0	3157	13	15.75
chr1	1446693	0	1	0	1	0	-0.0119	0	3158	16.5	14
chr1	1446709	0	1	0	1	0	0	0	3159	16.5	14
chr1	1446716	0	1	0	1	0	-0.0119	0	3160	16.5	14
chr1	1446738	0	1	0	1	0	0.0246	0	3161	16	13.75
chr1	1447261	0	1	0	1	0	0.2646	0	3162	5.75	7
chr1	1447698	0	1	0	1	0	0.0312	0	3163	7.25	5.25
chr1	1447720	0	1	0	1	0	0.0625	0	3164	7.25	5
chr1	1447727	0	1	0	1	0	-0.025	0	3165	7	5
chr1	1447731	0	1	0	1	0	0.0417	0	3166	7	5
chr1	1447841	0	1	0	1	0	0.0065	0	3167	48.25	51.5
chr1	1447849	0	1	0	1	0	0.0051	0	3168	48.5	52
chr1	1447851	0	1	0	1	0	0.0335	0	3169	48.5	52
chr1	1447872	0	1	0	1	0	-0.0061	0	3170	48.5	51.75
chr1	1448562	0	1	0	1	0	-0.0555	0	3171	4	4.25
chr1	1448591	0	1	0	1	0	0	0	3172	4.25	4.25
chr1	1452494	0	1	0	1	0	0.0522	0	3173	28.75	21.75
chr1	1452521	0	1	0	1	0	0.0206	0	3174	28.75	21.75
chr1	1452574	0	1	0	1	0	0.0309	0	3175	25.5	28.25
chr1	1452601	0	1	0	1	0	0.0171	0	3176	26	28.5
chr1	1452609	0	1	0	1	0	0.0095	0	3177	23.5	27.5
chr1	1452617	0	1	0	1	0	-0.0144	0	3178	18.5	20.5
chr1	1452629	0	1	0	1	0	-0.1446	0	3179	22.25	32
chr1	1452636	0	1	0	1	0	0.0046	0	3180	22.5	32
chr1	1452691	0	1	0	1	0	-0.0031	0	3181	33.75	30.25
chr1	1452713	0	1	0	1	0	-0.0323	0	3182	33.75	30.25
chr1	1452723	0	1	0	1	0	-7e-04	0	3183	33.75	30.5
chr1	1452770	0	1	0	1	0	-0.0184	0	3184	36.75	31.75
chr1	1452803	0	1	0	1	0	-0.1066	0	3185	33.5	27.5
chr1	1452819	0	1	0	1	0	-0.0323	0	3186	12.5	11.25
chr1	1453733	0	1	0	1	0	0.1042	0	3187	4.5	3.25
chr1	1453747	0	1	0	1	0	0.1458	0	3188	4.5	3.75
chr1	1453761	0	1	0	1	0	-0.05	0	3189	4.75	3.75
chr1	1453777	0	1	0	1	0	-0.1062	0	3190	4.5	3.5
chr1	1453876	0	1	0	1	0	0	0	3191	16	19.75
chr1	1453885	0	1	0	1	0	0.0746	0	3192	16	19.75
chr1	1454296	0	1	0	1	0	-0.0112	0	3193	44	42.5
chr1	1454401	0	1	0	1	0	0	0	3194	2.25	3.25
chr1	1454413	0	1	0	1	0	0	0	3195	2.25	3.25
chr1	1459650	0	1	0	1	0	-0.0057	0	3196	40	28.75
chr1	1459688	0	1	0	1	0	0.0429	0	3197	39.5	25.75
chr1	1459774	0	1	0	1	0	0.0453	0	3198	24.5	28.5
chr1	1459784	0	1	0	1	0	0.0161	0	3199	24.5	28.5
chr1	1460484	0	1	0	1	0	-0.0333	0	3200	3.75	4.25
chr1	1460518	0	1	0	1	0	0	0	3201	1.75	3
chr1	1460583	0	1	0	1	0	-0.0643	0	3202	33.75	31
chr1	1460594	0	1	0	1	0	0.0186	0	3203	33.75	31
chr1	1460598	0	1	0	1	0	-0.0327	0	3204	33.75	31
chr1	1460612	0	1	0	1	0	-0.0113	0	3205	33.5	31
chr1	1460614	0	1	0	1	0	-0.0013	0	3206	33.25	31
chr1	1460699	0	1	0	1	0	0.0479	0	3207	14.5	13.25
chr1	1460711	0	1	0	1	0	0.022	0	3208	15	13.25
chr1	1460743	0	1	0	1	0	0.0824	0	3209	13	12.25
chr1	1460807	0	1	0	1	0	0.0982	0	3210	3.75	3.5
chr1	1460811	0	1	0	1	0	-0.0792	0	3211	3.75	3.5
chr1	1460814	0	1	0	1	0	0	0	3212	3.75	3.5
chr1	1460820	0	1	0	1	0	0.0208	0	3213	3.75	3.5
chr1	1461300	0	1	0	1	0	-0.0833	0	3214	5.75	3.75
chr1	1461303	0	1	0	1	0	0.0625	0	3215	5.75	3.75
chr1	1461312	0	1	0	1	0	0.1598	0	3216	5.75	3.75
chr1	1461386	0	1	0	1	0	0.0554	0	3217	13	20.75
chr1	1461402	0	0.9333	0.0667	0.9333	0	0.2482	0	3218	13	20.75
chr1	1461405	0	0.9333	0.0667	0.9333	0	0.2503	0	3219	13	20.75
chr1	1461801	0	1	0	1	0	0.1164	0	3220	10.75	13
chr1	1464927	0	1	0	1	0	0.0051	0	3221	23.5	24.75
chr1	1464949	0	1	0	1	0	0.0225	0	3222	23.5	24.75
chr1	1464951	0	1	0	1	0	-0.0168	0	3223	21.25	21
chr1	1465051	0	1	0	1	0	-0.0271	0	3224	34.75	40.5
chr1	1465058	0	1	0	1	0	-0.006	0	3225	34.75	40.5
chr1	1465068	0	1	0	1	0	0.0333	0	3226	34.75	40.5
chr1	1465072	0	1	0	1	0	0.0233	0	3227	34.75	40.5
chr1	1465077	0	1	0	1	0	-0.0029	0	3228	34.5	40.25
chr1	1465082	0	1	0	1	0	-0.002	0	3229	34.25	39.75
chr1	1465108	0	1	0	1	0	-0.1066	0	3230	7.5	13.75
chr1	1465114	0	1	0	1	0	0.0433	0	3231	7.5	13.75
chr1	1465122	0	1	0	1	0	0.0139	0	3232	7.5	13.75
chr1	1465128	0	1	0	1	0	-0.0417	0	3233	7.5	13.75
chr1	1465135	0	1	0	1	0	-0.0644	0	3234	7	11.5
chr1	1465141	0	1	0	1	0	-0.0238	0	3235	6.5	8.5
chr1	1465148	0	1	0	1	0	7e-04	0	3236	97	81.25
chr1	1465162	0	1	0	1	0	-0.0047	0	3237	94.5	77.5
chr1	1465183	0	1	0	1	0	0.0053	0	3238	88	72.75
chr1	1465188	0	1	0	1	0	-0.0102	0	3239	86	71
chr1	1465309	0	1	0	1	0	-0.009	0	3240	62.5	59.5
chr1	1465321	0	1	0	1	0	-0.0072	0	3241	63	59.5
chr1	1465339	0	1	0	1	0	0.0099	0	3242	62	58.25
chr1	1465358	0	1	0	1	0	0	0	3243	33.5	23.25
chr1	1465648	0	1	0	1	0	0.0918	0	3244	32.5	32.75
chr1	1465653	0	1	0	1	0	0.0507	0	3245	32.5	33
chr1	1465667	0	1	0	1	0	-0.024	0	3246	32.5	33
chr1	1465670	0	1	0	1	0	-0.0054	0	3247	32.5	33
chr1	1465676	0	1	0	1	0	-0.001	0	3248	29.5	31.5
chr1	1465688	0	1	0	1	0	-0.0255	0	3249	28.75	30
chr1	1465766	0	1	0	1	0	0.1042	0	3250	2.75	4.75
chr1	1465776	0	1	0	1	0	0	0	3251	2.75	4.5
chr1	1465778	0	1	0	1	0	-0.05	0	3252	2.75	4.5
chr1	1465799	0	1	0	1	0	0	0	3253	1.5	3.25
chr1	1465804	0	1	0	1	0	-0.0201	0	3254	27	24.5
chr1	1465809	0	1	0	1	0	0.0581	0	3255	26	24
chr1	1465812	0	1	0	1	0	0.012	0	3256	26	24
chr1	1465814	0	1	0	1	0	-0.0193	0	3257	26	24
chr1	1465819	0	1	0	1	0	0.0039	0	3258	26	24.25
chr1	1465824	0	1	0	1	0	5e-04	0	3259	26	24.25
chr1	1465830	0	1	0	1	0	0.0165	0	3260	25	23.75
chr1	1465843	0	1	0	1	0	0	0	3261	15.5	15.5
chr1	1465848	0	1	0	1	0	0.0644	0	3262	15	15
chr1	1465852	0	1	0	1	0	0.1518	0	3263	12.5	12.5
chr1	1466118	0	1	0	1	0	0.0361	0	3264	26.5	18
chr1	1466132	0	1	0	1	0	-0.051	0	3265	26.75	18.5
chr1	1466135	0	1	0	1	0	-0.0083	0	3266	26.75	18.5
chr1	1466147	0	1	0	1	0	-0.0264	0	3267	26.5	18.25
chr1	1466160	0	1	0	1	0	-0.0241	0	3268	22.5	15.75
chr1	1466167	0	1	0	1	0	-0.078	0	3269	10.5	5
chr1	1466414	0	1	0	1	0	-0.0116	0	3270	27.5	19.5
chr1	1466445	0	1	0	1	0	0.0141	0	3271	25	18
chr1	1466531	0	1	0	1	0	0.0294	0	3272	18.5	16
chr1	1466551	0	1	0	1	0	0.0167	0	3273	18.75	16.75
chr1	1468415	0	1	0	1	0	-0.0833	0	3274	2.25	3.5
chr1	1470695	0	1	0	1	0	0.0134	0	3275	15	8.25
chr1	1470744	0	1	0	1	0	0.122	0	3276	11	7.75
chr1	1471685	0	1	0	1	0	0.2203	0	3277	22.5	21.5
chr1	1471718	0	1	0	1	0	-0.0095	0	3278	22.5	21.5
chr1	1472372	0	1	0	1	0	-0.035	0	3279	41.25	30.5
chr1	1473065	0	1	0	1	0	0.0244	0	3280	43	37
chr1	1473069	0	1	0	1	0	3e-04	0	3281	43	37
chr1	1473089	0	1	0	1	0	0.002	0	3282	41.25	34.25
chr1	1473095	0	1	0	1	0	-0.0251	0	3283	32.25	29.75
chr1	1474093	0	1	0	1	0	0.0305	0	3284	26.5	20.25
chr1	1475872	0	1	0	1	0	-0.0074	0	3285	48.5	50
chr1	1475891	0	1	0	1	0	-0.0161	0	3286	38.5	37.25
chr1	1475905	0	1	0	1	0	-0.0174	0	3287	38.75	36.5
chr1	1477313	0	1	0	1	0	-0.068	0	3288	25.5	34.25
chr1	1477328	0	1	0	1	0	0.0371	0	3289	25.5	34.25
chr1	1477356	0	1	0	1	0	-0.0118	0	3290	23.5	30.75
chr1	1477359	0	1	0	1	0	-0.0028	0	3291	22.5	29
chr1	1477612	0	1	0	1	0	0.1248	0	3292	68	48.5
chr1	1478409	0	1	0	1	0	0.0593	0	3293	12.5	13
chr1	1478444	0	1	0	1	0	0.003	0	3294	12.5	12.75
chr1	1479264	0	1	0	1	0	-0.0342	0	3295	16	10.25
chr1	1479271	0	1	0	1	0	0.02	0	3296	16	10.5
chr1	1479284	0	1	0	1	0	0.0312	0	3297	16	10.75
chr1	1479293	0	1	0	1	0	-0.1429	0	3298	15.5	10
chr1	1479495	0	1	0	1	0	-0.1917	0	3299	5	5
chr1	1479504	0	1	0	1	0	0	0	3300	5	5
chr1	1479516	0	1	0	1	0	0.1	0	3301	5	5
chr1	1479528	0	1	0	1	0	0	0	3302	5	5
chr1	1479533	0	1	0	1	0	0.0625	0	3303	4.5	4.5
chr1	1479539	0	1	0	1	0	-0.0417	0	3304	3.25	3.75
chr1	1480221	0	1	0	1	0	-0.2299	0	3305	6	6
chr1	1480247	0	1	0	1	0	-0.1136	0	3306	5.75	6.25
chr1	1481639	0	1	0	1	0	-0.119	0	3307	7.5	9.25
chr1	1481643	0	1	0	1	0	0	0	3308	7.5	9.25
chr1	1481655	0	1	0	1	0	0.1901	0	3309	7.5	9.25
chr1	1481659	0	1	0	1	0	0.0845	0	3310	7.5	9.25
chr1	1482758	0	1	0	1	0	-0.0625	0	3311	3	5.25
chr1	1482767	0	0.9667	0.0333	0.9667	0	0.3174	0	3312	3	5.5
chr1	1489019	0	1	0	1	0	0.0161	0	3313	55	58
chr1	1489062	0	1	0	1	0	-0.04	0	3314	50.25	56
chr1	1499519	0	1	0	1	0	-0.0058	0	3315	26.25	25.25
chr1	1499548	0	1	0	1	0	0	0	3316	25.75	25.25
chr1	1499550	0	1	0	1	0	0	0	3317	25.5	25.25
chr1	1499561	0	1	0	1	0	0.0078	0	3318	23.75	24.25
chr1	1499563	0	1	0	1	0	0.0078	0	3319	23.75	23.5
chr1	1499565	0	1	0	1	0	-0.0031	0	3320	23.75	22.25
chr1	1499919	0	1	0	1	0	-0.0077	0	3321	33.75	44.75
chr1	1499922	0	1	0	1	0	0	0	3322	33	44.5
chr1	1499930	0	1	0	1	0	0	0	3323	33	44.5
chr1	1499934	0	1	0	1	0	0	0	3324	33	44.5
chr1	1499937	0	1	0	1	0	0	0	3325	33	44.5
chr1	1499943	0	1	0	1	0	0	0	3326	33	44.5
chr1	1499945	0	1	0	1	0	0	0	3327	32.5	44
chr1	1499948	0	1	0	1	0	0	0	3328	32.5	43.5
chr1	1499957	0	1	0	1	0	0	0	3329	31.75	42.75
chr1	1499973	0	1	0	1	0	0.0048	0	3330	58	48
chr1	1499978	0	1	0	1	0	0	0	3331	58.25	48
chr1	1499980	0	1	0	1	0	0.0032	0	3332	58.25	48
chr1	1499984	0	1	0	1	0	0	0	3333	58.25	48
chr1	1499989	0	1	0	1	0	-0.0061	0	3334	58.25	48
chr1	1500005	0	1	0	1	0	0	0	3335	49.75	42.25
chr1	1500009	0	1	0	1	0	0	0	3336	36.75	31.5
chr1	1500011	0	1	0	1	0	0	0	3337	41.25	32.75
chr1	1500020	0	1	0	1	0	0	0	3338	29.5	26.5
chr1	1500093	0	1	0	1	0	-0.004	0	3339	59	66.75
chr1	1500101	0	1	0	1	0	-0.0028	0	3340	59.25	66.5
chr1	1500106	0	1	0	1	0	-0.0029	0	3341	59	66.5
chr1	1500109	0	1	0	1	0	0.006	0	3342	59	66.5
chr1	1500116	0	1	0	1	0	0	0	3343	59	66.5
chr1	1500119	0	1	0	1	0	0	0	3344	57	64.5
chr1	1500122	0	1	0	1	0	0	0	3345	42.75	52
chr1	1500141	0	1	0	1	0	0	0	3346	34.75	44.25
chr1	1500146	0	1	0	1	0	0.0106	0	3347	96.5	78
chr1	1500149	0	1	0	1	0	0	0	3348	96.5	78
chr1	1500161	0	1	0	1	0	0	0	3349	96.75	78.25
chr1	1500163	0	1	0	1	0	0	0	3350	96.75	78.25
chr1	1500166	0	1	0	1	0	0	0	3351	96.75	78.25
chr1	1500169	0	1	0	1	0	0	0	3352	96.75	78.25
chr1	1500173	0	1	0	1	0	-0.0035	0	3353	95.75	77.75
chr1	1500186	0	1	0	1	0	0	0	3354	93.25	76.5
chr1	1500389	0	1	0	1	0	0.0048	0	3355	19	33
chr1	1500409	0	1	0	1	0	0	0	3356	19	33
chr1	1500423	0	1	0	1	0	0	0	3357	18.5	32.75
chr1	1500429	0	1	0	1	0	0	0	3358	18.25	32.75
chr1	1500434	0	1	0	1	0	0	0	3359	17	31.25
chr1	1507325	0	1	0	1	0	-0.0417	0	3360	5	2.75
chr1	1507332	0.0667	0.9333	0	0.9333	0	-0.2271	0	3361	5	2.75
chr1	1509770	0	0.9667	0.0333	0.9667	0	-0.1162	0	3362	17.25	17
chr1	1509817	0	1	0	1	0	-0.0286	0	3363	15.25	14
chr1	1511807	0	1	0	1	0	0.2694	0	3364	20.5	14.25
chr1	1512259	0	1	0	1	0	0.0482	0	3365	8	8.75
chr1	1512288	0.1333	0.8667	0	0.8667	0	-0.3379	0	3366	8	8.75
chr1	1512613	0	1	0	1	0	-0.2306	0	3367	16	11.25
chr1	1512622	0.0667	0.9333	0	0.9333	0	-0.2424	0	3368	16	11.25
chr1	1519674	0	1	0	1	0	-0.0453	0	3369	31.75	37.75
chr1	1519679	0	1	0	1	0	0.0933	0	3370	31.75	37.75
chr1	1519681	0	1	0	1	0	0.0071	0	3371	31.75	37.75
chr1	1519696	0.0667	0.8667	0.0667	0.8667	0	-0.0607	0	3372	32.25	37.75
chr1	1523307	0	1	0	1	0	0.0548	0	3373	37.75	35
chr1	1523310	0	1	0	1	0	-0.0928	0	3374	38	35
chr1	1523315	0	1	0	1	0	0.1394	0	3375	38	35.25
chr1	1523327	0	1	0	1	0	0.173	0	3376	38	35.75
chr1	1523545	0	1	0	1	0	0.242	0	3377	36	35.25
chr1	1523587	0	1	0	1	0	0.0347	0	3378	18.75	17.5
chr1	1523606	0	1	0	1	0	0.0609	0	3379	23.5	25
chr1	1523620	0	1	0	1	0	-0.233	0	3380	23.5	25
chr1	1523741	0	1	0	1	0	-0.0443	0	3381	10	5.5
chr1	1523781	0	1	0	1	0	-0.0188	0	3382	8.75	4.5
chr1	1523866	0	1	0	1	0	0.0807	0	3383	36.5	38.25
chr1	1523892	0	1	0	1	0	0.0285	0	3384	36.25	38.5
chr1	1523917	0	1	0	1	0	0.0614	0	3385	17.25	16.25
chr1	1523938	0	1	0	1	0	0.047	0	3386	17.25	16
chr1	1523948	0	1	0	1	0	-0.0623	0	3387	17	15.75
chr1	1524255	0	1	0	1	0	-0.0117	0	3388	24.75	26.5
chr1	1524299	0	1	0	1	0	0.063	0	3389	24.75	26.5
chr1	1524451	0	1	0	1	0	-0.0992	0	3390	4.5	3.25
chr1	1524466	0	1	0	1	0	-0.0833	0	3391	4.25	3.5
chr1	1524468	0	1	0	1	0	0.0972	0	3392	4.25	3.5
chr1	1524614	0	1	0	1	0	0.0271	0	3393	72.75	62
chr1	1524618	0	1	0	1	0	0.0868	0	3394	73	62.25
chr1	1524631	0	1	0	1	0	0.0194	0	3395	73	62.25
chr1	1524968	0	1	0	1	0	-0.195	0	3396	100.25	97.25
chr1	1524978	0.0333	0.9667	0	0.9667	0	-0.1792	0	3397	100.75	97.25
chr1	1524994	0	1	0	1	0	-0.1376	0	3398	99.25	92.25
chr1	1524999	0	1	0	1	0	-0.1404	0	3399	69	58.75
chr1	1525005	0	1	0	1	0	0.2405	0	3400	12.75	7.75
chr1	1525058	0	1	0	1	0	-0.25	0	3401	4.25	8
chr1	1525071	0	1	0	1	0	-0.0928	0	3402	4.25	8
chr1	1525078	0	1	0	1	0	-0.1558	0	3403	4.25	8
chr1	1525080	0	1	0	1	0	-0.25	0	3404	4.25	8
chr1	1525082	0	1	0	1	0	-0.2381	0	3405	4	7.25
chr1	1525341	0	1	0	1	0	-0.225	0	3406	34.5	33.75
chr1	1525344	0	1	0	1	0	-0.1419	0	3407	34.75	34.25
chr1	1525346	0	1	0	1	0	-0.2	0	3408	34.75	34.25
chr1	1525349	0	1	0	1	0	-0.1936	0	3409	34.75	34.25
chr1	1525351	0	1	0	1	0	-0.1061	0	3410	34.75	34.25
chr1	1525358	0	1	0	1	0	-0.2375	0	3411	34.75	34.25
chr1	1525361	0	1	0	1	0	-0.1677	0	3412	34.75	34.25
chr1	1525364	0	1	0	1	0	-0.1696	0	3413	34.75	34.25
chr1	1525368	0	1	0	1	0	-0.1184	0	3414	34.75	33
chr1	1525373	0	1	0	1	0	-0.0882	0	3415	34.25	32.25
chr1	1525378	0	1	0	1	0	-0.0376	0	3416	34.5	32.25
chr1	1525384	0	1	0	1	0	-0.1875	0	3417	34.25	31.5
chr1	1525386	0	1	0	1	0	-0.2031	0	3418	33.25	31.5
chr1	1525461	0	1	0	1	0	-0.093	0	3419	32.25	32.25
chr1	1525466	0	1	0	1	0	-0.0165	0	3420	32.25	32.25
chr1	1525468	0	1	0	1	0	0	0	3421	32.25	32.25
chr1	1525475	0	1	0	1	0	-0.0252	0	3422	32.25	32.25
chr1	1525481	0	1	0	1	0	-0.02	0	3423	32.25	32.25
chr1	1525489	0	1	0	1	0	-0.0186	0	3424	32	31.75
chr1	1525535	0	1	0	1	0	-0.2121	0	3425	60.5	52.25
chr1	1525551	0	1	0	1	0	-0.1344	0	3426	60.5	52.25
